datetime,amount,description
12/9/23 0:00,-15.48,ACH DEBIT CARD PROCESSOR ACH PMT GRANITE PEAK POINTE LTD Q9K9SJ5Y
2/5/24 0:00,-15.48,INTERNET TRANSFER TO DDA# 20541143059 ON27 AT  00.17
1/25/24 0:00,-15.48,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE CREEK CORP SARPHXZ
2/3/24 0:00,-15.48,ACH DEBIT PAYMENT PROCESSOR PAYABLES LONEPINE EDGE INC 0HUH8QCH2GOS
4/21/23 0:00,-15.46,"ZELLE DEBIT PAYMENT TO: ""M. CHEN"" . ID: 38SIG5PED0POYP"
12/9/23 0:00,-15.45,ZELLE DEBIT PAYMENT TO: U. STEWART . ID: OHH7UJQZCO6B
6/18/22 0:00,-15.36,INTERNET TRANSFER TO DDA# 20613407506 ON30 AT 10.58
12/13/22 0:00,-15.36,ACH DEBIT CARD PROCESSOR ACH PMT HILLCREST OPERATIONS INC TX9S5JO4
9/8/22 0:00,-15.36,INTERNET TRANSFER TO DDA# 20729242385 ON02 AT 06.55
7/30/22 0:00,-15.36,ACH DEBIT TAX AUTHORITY PAYMENT N8J6ZC3VXUK
7/19/23 0:00,-15.23,ACH DEBIT TAX AUTHORITY PAYMENT TCYY9STN 3
11/1/22 0:00,-15.23,"ACH CREDIT ACCOUNTING APP AT6Y896J9 DEPOSIT WINDWARD HEIGHTS GROUP CORP, L 95BMY3ZN"
7/12/23 0:00,-15.23,"ACH CREDIT ACCOUNTING APP HGX89E30 DEPOSIT RIVERTON DATA LLC, L LCVMQNITX8"
2/17/24 0:00,-15.22,INSTANT TRANSFER TO DDA# 20067721002 ON07 AT 21.50
2/16/24 0:00,-15.22,INTERNET TRANSFER TO DDA# 20842855521 ON14 AT 07.34
9/28/22 0:00,-15.13,ACH DEBIT CARD PROCESSOR ACH PMT ASHGROVE GROVE HOLDINGS LLC FKD7JGIODRYY1B 6
10/29/22 0:00,-15.08,ZELLE DEBIT PAYMENT TO: H. REED . ID: 526K85AGT
3/4/24 0:00,-15,INCOMING WIRE EVERCREST BRIDGE LTD RIQHAF83P
3/19/24 0:00,-15,INTERNET TRANSFER TO  DDA# 20141652378 ON10 AT 17.54
11/9/23 0:00,-15,ACH DEBIT CARD PROCESSOR ACH PMT MEADOWLARK VISTA CORP Y0K46H8Y3TL9VJEC
11/6/23 0:00,-15,"ACH CREDIT ACCOUNTING APP VCJA6JISHO1PJ0L DEPOSIT CLIFFSIDE RIDGE CORP, L G2EH7E9YH"
10/26/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES ASHGROVE LABS PLC 3I789T7YM
2/23/24 0:00,-15,INCOMING WIRE SILVERLINE ANALYTICS LTD 4761B83EV9
11/20/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES BROOKFIELD PROJECTS CORP 3TEP5ZH 9
1/2/24 0:00,-15,ZELLE DEBIT PAYMENT TO: J. ROGERS . ID: XLAGZY
10/20/23 0:00,-15,ACH DEBIT TAX AUTHORITY PAYMENT VLGG7ICAARW20XAA4
12/14/23 0:00,-15,INTERNET TRANSFER TO DDA# 20443259655 ON03 AT 11.25
2/2/24 0:00,-15,INCOMING WIRE SUNRIDGE HARBOR INC 65G72OEZIX
10/16/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKESHORE SERVICES PLC C393KK1RVDI2ZWVY
11/2/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKESHORE GROVE OPERATIONS LTD 11ZB5Q 7
11/28/23 0:00,-15,ZELLE DEBIT PAYMENT TO: A. YOUNG . ID: 6CP7B7PF
10/24/23 0:00,-15,ACH DEBIT CARD PROCESSOR ACH PMT RIVERSIDE POINT VENTURES PLC 38MA3DNUG4DAK
12/27/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE HARBOR LTD 6L5PL3049
10/6/23 0:00,-15,ACH DEBIT CARD PROCESSOR ACH PMT SOUTHGATE PARTNERS LP  588D4G5IVE22YEFZ
1/4/24 0:00,-15,ZELLE DEBIT PAYMENT TO: P. COLLINS . ID: ZW3ONSC38J9YAP9J 3
8/2/23 0:00,-15,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTGATE MERIDIAN CONSULTING CO E1DCNJMHY7 6
12/8/23 0:00,-15,ACH DEBIT TAX AUTHORITY PAYMENT VTYQ7PC9ZNV0
10/12/23 0:00,-15,ACH DEBIT CARD PROCESSOR ACH PMT  HARBORPOINT RESOURCES INC 3LTF5GK 3
6/18/22 0:00,-14.99,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""MEADOWRIDGE CREEK PROPERTIES INC"" Q0I29P 6"
8/3/22 0:00,-14.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWRIDGE SERVICES LTD GI6MLN
10/11/22 0:00,-14.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES GRANITE PEAK HEIGHTS CAPITAL LLC KG63O2LEMOJ
8/17/22 0:00,-14.76,ACH DEBIT CARD PROCESSOR ACH PMT BROOKFIELD VISTA LP TQTGNS5CPHD509Z 5
8/10/22 0:00,-14.76,ACH DEBIT TAX AUTHORITY PAYMENT 167V8XAVFBOLW5
10/8/22 0:00,-14.72,ZELLE DEBIT PAYMENT TO: L. ADAMS . ID: S53LQI2A
3/16/24 0:00,-14.67,INTERNET TRANSFER TO DDA# 20792988433 ON28 AT 08.31
3/17/24 0:00,-14.67,MOBILE DEPOSIT KLK
2/26/24 0:00,-14.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW VISTA PLC 6OOX5ODCNE
2/26/24 0:00,-14.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT ATLAS GROUP LP JVIDUSUN1G
3/3/24 0:00,-14.64,ACH DEBIT TAX AUTHORITY PAYMENT C6TCTZ 2
3/4/24 0:00,-14.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTGATE POINT LP Q9N4CT 6
2/25/24 0:00,-14.64,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""FAIRVIEW SECURITY LLC"" F2YF15BB6F"
2/25/24 0:00,-14.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES PINECREST MEADOW LOGISTICS CO GSD71GKIBGG3N9S 
3/26/23 0:00,-14.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE PROJECTS CORP M16RNLGISB
3/6/24 0:00,-14.38,INTERNET TRANSFER TO DDA# 20087539957 ON23 AT 09.22
3/7/24 0:00,-14.38,INSTANT TRANSFER TO DDA# 20711809962 ON23 AT 23.06
3/16/24 0:00,-14.38,INSTANT TRANSFER TO DDA# 20080251541 ON07 AT 02.09
3/17/24 0:00,-14.38,INSTANT TRANSFER TO DDA# 20129659887 ON08 AT 03.40
10/17/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT GROVE LABS INC VTTJUNOYU5 2
2/2/24 0:00,-14.38,INCOMING WIRE BLUE HARBOR VALE HOLDINGS CORP NTHWEGYSFEX
2/7/24 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE MERIDIAN CO H2LY4AW 8
11/7/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES ASHGROVE RIDGE PARTNERS CORP D9R6246Q 4
2/17/24 0:00,-14.38,ACH DEBIT CARD PROCESSOR ACH PMT SOUTHPORT BROOK CORP YHNVNN84CM4LMR5 3
9/17/23 0:00,-14.38,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""LONEPINE SANDS RESOURCES LLC"" UYSRGRF"
12/17/23 0:00,-14.38,ACH DEBIT TAX AUTHORITY PAYMENT 5TWAV1EXF74RY 2
5/17/23 0:00,-14.38,INTERNET TRANSFER TO DDA# 20579429572 ON25 AT 05.10
2/16/24 0:00,-14.38,ACH DEBIT CARD PROCESSOR ACH PMT MEADOWLARK SECURITY CO R9K40GW
7/17/23 0:00,-14.38,INCOMING WIRE GOLDLEAF GROVE INC BMBLJII07350T5
5/6/23 0:00,-14.38,ACH DEBIT TAX AUTHORITY PAYMENT G6TD2FQ7QZ0FBX5
3/19/23 0:00,-14.38,ACH DEBIT CARD PROCESSOR ACH PMT RIVERBEND CONSULTING LP KOZKS3KJIJO574FP 3
2/17/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT VALLEY RESOURCES LLC HNT5XPKZYV
8/7/23 0:00,-14.38,ACH DEBIT TAX AUTHORITY PAYMENT K531D0R
4/17/23 0:00,-14.38,ZELLE DEBIT PAYMENT TO: D.  PATEL . ID: 0FOO7JYU
2/6/24 0:00,-14.38,"ACH CREDIT ACCOUNTING APP QAHY2L95HXQM 1 DEPOSIT RIDGELAND STRATEGY CORP, L 5MX2CXX7N83EB1D"
7/8/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE BAY DIGITAL LLC O085CJN4J
6/17/23 0:00,-14.38,INCOMING WIRE TIMBERLINE GROUP INC HIF72KTKE91V85
8/17/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR ATLAS INC 3B4UOJR9H4W
3/17/23 0:00,-14.38,INTERNET TRANSFER TO DDA# 20318968360 ON01 AT 13.04
1/17/23 0:00,-14.38,ACH DEBIT TAX AUTHORITY PAYMENT 1U4IJFIK1KSAEL7Y 8
10/7/23 0:00,-14.38,INTERNET TRANSFER TO DDA# 20452503093 ON20 AT 04.24
4/7/23 0:00,-14.38,ACH DEBIT CARD PROCESSOR ACH PMT STONEWELL CONSULTING INC 9DOQ5VT70
2/2/24 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW DIGITAL LLC 2NOZQ1MKQY 7 
1/17/24 0:00,-14.38,"ACH DEBIT CARD PROCESSOR ACH PMT ""PINECREST HARBOR INC"" O16WHIG998F7W"
11/17/23 0:00,-14.38,INTERNET TRANSFER TO DDA# 20403265792 ON28 AT 20.12 
6/7/23 0:00,-14.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLSIDE OPERATIONS LLC 871DT1Z6O
9/7/23 0:00,-14.38,"ACH DEBIT CARD PROCESSOR ACH PMT ""IRONWOOD FORGE SOLUTIONS PLC"" LCGVSQ07DFS 8"
12/7/23 0:00,-14.38,ACH DEBIT CARD PROCESSOR ACH PMT RIDGEVIEW BAY SYSTEMS LP  LX6I8MU00
1/7/24 0:00,-14.38,INTERNET TRANSFER TO DDA# 20201040588 ON03 AT 00.45
3/7/23 0:00,-14.38,ZELLE DEBIT PAYMENT TO: C. PHILLIPS . ID: Q6401YXO5C
4/17/23 0:00,-14.28,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""EMBERLINE CREEK LTD"" EGYHHKSYSCW1GDU 3"
11/3/23 0:00,-14.27,INCOMING WIRE RIVERTON BROOK SYSTEMS CO E47WZ0CUY9QRP3
6/22/23 0:00,-14.25,"ACH CREDIT ACCOUNTING APP A7IGZE DEPOSIT ""BAYVIEW ANALYTICS INC"", L 1WP2OS35V5CBHT"
6/9/23 0:00,-14.25,ACH DEBIT TAX AUTHORITY PAYMENT WNT3RDAF8OV
8/2/22 0:00,-14.17,ACH DEBIT TAX AUTHORITY PAYMENT E791T5MJ0KH97
9/15/22 0:00,-14.16,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE HOLDINGS LLC JTSM3KULF2G1 4
7/22/22 0:00,-14.16,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD CREEK SECURITY PLC 428RA742M
8/9/22 0:00,-14.16,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWLARK LEDGER LTD 8ZATJ40UA91SU78 3
11/17/22 0:00,-14.16,INTERNET TRANSFER TO DDA# 20663986417 ON03 AT 21.24
9/8/22 0:00,-14.16,INSTANT TRANSFER TO DDA# 20029910517 ON22 AT 13.30
8/27/22 0:00,-14.16,ZELLE DEBIT PAYMENT TO: L. JOHNSON . ID: YVW1KF
6/15/22 0:00,-14.15,INTERNET TRANSFER TO DDA# 20303447865 ON05 AT 07.21
12/13/22 0:00,-14.15,ACH DEBIT CARD PROCESSOR ACH PMT BAYVIEW CAPITAL LTD I2G61I
3/12/24 0:00,-14.14,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT BRIDGE CORP BPX696
3/12/24 0:00,-14.14,INCOMING WIRE BROOKFIELD MERIDIAN LABS LP KZL9J0YLCS
1/12/24 0:00,-14.14,ACH DEBIT CARD PROCESSOR ACH PMT WINDWARD DIGITAL CORP AGRP9AKBPL6KU2KR 7
2/12/24 0:00,-14.14,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD HORIZON PROJECTS PLC DZRXO5375W 9
5/12/23 0:00,-14.14,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEWELL MERIDIAN LP 7CIURQVFI
6/12/23 0:00,-14.14,ACH DEBIT TAX AUTHORITY PAYMENT ME0NSXL79FQ
11/13/23 0:00,-14.14,ZELLE DEBIT PAYMENT TO: P. COLLINS . ID: ZW3ONSC38J9YAP9J 3
4/12/23 0:00,-14.14,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROWNWELL EDGE LTD EN3Q0A81AS 6
12/12/23 0:00,-14.14,ACH DEBIT TAX AUTHORITY PAYMENT 4R3A70Q2Y211EZQ
10/12/23 0:00,-14.14,ACH DEBIT TAX AUTHORITY PAYMENT 68PTLRUEFMUO4 6
9/20/22 0:00,-14.1,ACH DEBIT CARD PROCESSOR ACH PMT MEADOWLARK PROPERTIES CORP S78EV0
8/15/22 0:00,-13.93,INTERNET TRANSFER TO DDA# 20254883295 ON09 AT 10.56
3/23/24 0:00,-13.8,INTERNET TRANSFER TO DDA# 20929476437 ON26 AT 22.17
3/24/24 0:00,-13.8,ATM WITHDRAWAL #8040 1200 HILLSIDE AVE SPRINGFIELD NY TERMINAL TZ31
5/9/23 0:00,-13.8,ZELLE DEBIT PAYMENT TO: E. TURNER . ID: HFK7TTK67GIFPC
3/6/24 0:00,-13.78,ZELLE DEBIT PAYMENT TO: X. CHEN . ID: EO4P1HK2AOKT
1/22/24 0:00,-13.78,"ACH DEBIT CARD PROCESSOR ACH PMT ""CEDARBROOK PROJECTS LTD"" F57TP4ED9QS00G"
2/6/24 0:00,-13.78,"ACH CREDIT ACCOUNTING APP A28Z85X88B 1 DEPOSIT VALEWOOD ADVISORS INC, L V18RAFO1SOH3E1X9"
2/7/24 0:00,-13.78,ACH DEBIT CARD PROCESSOR ACH PMT SAGE VALLEY POINTE CO VSU09EYGE9MF0K
10/23/23 0:00,-13.78,ACH DEBIT CARD PROCESSOR ACH PMT OAKRIDGE SHORE CAPITAL CORP D1A7HSPNQA
2/5/24 0:00,-13.78,ZELLE DEBIT PAYMENT TO: W. NELSON . ID: ARU9QWDI9
1/29/24 0:00,-13.78,ACH DEBIT CARD PROCESSOR ACH PMT SPRINGLINE BLOOM INC 984GZ1
1/18/24 0:00,-13.78,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""CRESCENT RIDGE BLOOM HOLDINGS LP"" R5Z6BHRCAOCT6J7O 6"
1/27/24 0:00,-13.75,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE RIDGE CORP AD4BEPQI3Y
8/8/22 0:00,-13.73,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE OPERATIONS LLC J172O6CMP
3/12/24 0:00,-13.72,INTERNET TRANSFER TO DDA# 20355294927 ON27 AT 19.03
3/14/24 0:00,-13.72,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLIFFSIDE SPRINGS LLC JFUNUU 1
5/30/23 0:00,-13.69,ACH DEBIT TAX AUTHORITY PAYMENT 6UAYVKK3FY
9/16/22 0:00,-13.61,"ACH CREDIT ACCOUNTING APP EXQDW8U8BNKVBX DEPOSIT STONEWELL HEIGHTS HOLDINGS PLC, L 5OQVUS15BU5ZCJCS"
11/21/22 0:00,-13.56,ACH DEBIT PAYMENT PROCESSOR PAYABLES LONEPINE FIELD SERVICES CORP 1IBUDQAH08G0FV 2
6/10/22 0:00,-13.55,INCOMING WIRE SUNRIDGE HORIZON INC DCAFVVEB2HQ0GK6G
7/18/22 0:00,-13.55,INCOMING WIRE SUNRIDGE BROOK LTD H4DES9Z17S8L6Y9
11/17/22 0:00,-13.55,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND RESOURCES LTD INFR826LSBOA1
9/26/23 0:00,-13.4,ACH DEBIT PAYMENT PROCESSOR PAYABLES VALEWOOD NETWORKS INC MOWJYZ9A0JWJ 6
8/28/22 0:00,-13.1,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGELAND ATLAS CORP D3NCWW638WCAMS85
3/16/24 0:00,-13.05,INCOMING WIRE SEAVIEW BRIDGE ANALYTICS CORP 1M5AJOKI5QIBV811
3/17/24 0:00,-13.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDARBROOK HORIZON PARTNERS PLC FOPJW2FDDPGL7T
12/21/23 0:00,-13.05,ZELLE DEBIT PAYMENT TO: I. WILSON . ID: UVO4VGK8EVE9N
1/17/24 0:00,-13.05,"ACH CREDIT ACCOUNTING APP FU7GSCG DEPOSIT ""CEDAR RIDGE SPRINGS CORP"", L WPN4HW45XM8N0N6"
4/17/23 0:00,-13.05,INCOMING WIRE CROWNWELL EDGE SECURITY CO LUT328Q956Z20D
10/17/23 0:00,-13.05,"ZELLE DEBIT PAYMENT TO: ""M. PHILLIPS"" . ID: GM83FHK5"
11/17/23 0:00,-13.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR CROSSING CORP AA02IUKFS
7/17/23 0:00,-13.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES REDWOOD GROUP LTD 5B49KHL
9/17/23 0:00,-13.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES ROCKBRIDGE CREEK LP ARN46WM3S
3/16/23 0:00,-13.05,"ACH DEBIT CARD PROCESSOR ACH PMT ""EMBERLINE PARK CORP"" K36YS68QDTO6UMY3 2"
2/19/24 0:00,-13,INTERNET TRANSFER TO DDA# 20579393700 ON09 AT 20.05
2/20/24 0:00,-13,ACH DEBIT TAX AUTHORITY PAYMENT A8LVWJI
3/27/24 0:00,-12.96,ACH DEBIT PAYMENT PROCESSOR PAYABLES MERIDIAN SUMMIT CORP J9DYY8PO3Y
3/29/24 0:00,-12.96,INCOMING WIRE HARBORVIEW VALLEY ANALYTICS CO GD1ATGR5J3DMER
6/6/22 0:00,-12.96,ACH DEBIT PAYMENT PROCESSOR PAYABLES ASHGROVE OPERATIONS CO 4L6AW7EDUK 8
9/26/22 0:00,-12.96,ACH DEBIT TAX AUTHORITY PAYMENT EDKXYQ28EN 1
10/13/22 0:00,-12.95,ACH DEBIT TAX AUTHORITY PAYMENT TJ6E7SJGERE1Y422
11/13/23 0:00,-12.95,ACH DEBIT PAYMENT PROCESSOR PAYABLES GOLDLEAF DIGITAL LLC 2A4FIUMCR
11/10/23 0:00,-12.85,INTERNET TRANSFER TO DDA# 20990106745 ON29 AT 04.29
10/20/23 0:00,-12.83,INTERNET TRANSFER TO DDA# 20490454851 ON17  AT 12.30
10/20/22 0:00,-12.74,INTERNET TRANSFER TO DDA# 20712505431 ON10 AT 02.53
3/2/24 0:00,-12.6,INCOMING WIRE COBALT RIDGE VALE LTD LM9K22Y
3/3/24 0:00,-12.6,ZELLE DEBIT PAYMENT TO: P. SCOTT . ID: YISYY5XH80
5/9/23 0:00,-12.6,ACH DEBIT TAX AUTHORITY PAYMENT P66MER41LJZZPXJ
2/23/23 0:00,-12.57,INCOMING WIRE AUTUMN RIDGE INDUSTRIES LTD T9J4ZM32NIS6S
10/14/22 0:00,-12.36,ACH DEBIT  TAX AUTHORITY PAYMENT RMW7LTDNHA 1
8/15/22 0:00,-12.33,ACH DEBIT CARD PROCESSOR ACH PMT FAIRVIEW HARBOR CO JLCZTHCFRLO 9
6/4/22 0:00,-12,ACH DEBIT TAX AUTHORITY PAYMENT UNHNR20EY1C
6/25/23 0:00,-12,ACH DEBIT PAYMENT PROCESSOR PAYABLES GREENLINE GROVE CORP 5VJZZ32M
3/17/24 0:00,-11.99,ACH DEBIT CARD PROCESSOR ACH PMT GRANITE PEAK BROOK CORP TYQSLJK
3/18/24 0:00,-11.99,INCOMING WIRE SEABRIGHT STRATEGY LTD 576RNP
2/17/24 0:00,-11.99,"ACH CREDIT ACCOUNTING APP GG1TD9C DEPOSIT OAKBRIDGE PROJECTS INC, L AIKBB0JKLHAEH"
2/18/24 0:00,-11.99,INTERNET TRANSFER TO DDA# 20765201430 ON30 AT 13.28
1/18/24 0:00,-11.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES SAGE VALLEY PARK PLC QCZJBP9 8
3/6/24 0:00,-11.98,"ACH CREDIT ACCOUNTING APP VH894PM3 DEPOSIT PARKSTONE VALLEY DATA CO, L IX24CTVTTH8S0"
2/7/24 0:00,-11.98,INTERNET TRANSFER TO DDA# 20803229741 ON20 AT 12.15
9/13/22 0:00,-11.91,"ACH CREDIT ACCOUNTING APP 7YN5O90456EPEG7 DEPOSIT SUMMIT POINT LABS INC, L J0NF3ZGS"
7/20/23 0:00,-11.89,INTERNET TRANSFER TO DDA# 20021335030 ON10 AT 20.57
4/3/23 0:00,-11.76,"ACH CREDIT ACCOUNTING APP FLAOFKEAME4 DEPOSIT MEADOWRIDGE SUMMIT ANALYTICS LLC, L 5S4T7XGLT3"
7/21/22 0:00,-11.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES REDWOOD PARK INC TEV6MUBV6SD2LRI6
11/22/22 0:00,-11.76,ACH DEBIT CARD PROCESSOR ACH PMT EMBERLINE POINT CO L5DTY39
3/30/24 0:00,-11.75,ACH DEBIT PAYMENT PROCESSOR PAYABLES MAPLECREST RIDGE LTD K30NZTXON7MG 1
3/20/23 0:00,-11.75,INTERNET TRANSFER TO DDA# 20322322221 ON02 AT 21.52
10/26/22 0:00,-11.5,ACH DEBIT CARD PROCESSOR ACH PMT RIDGELAND BROOK LP I0ZRC2UD3EMQULAC 1
12/14/23 0:00,-11.48,INCOMING WIRE CLEARWATER SANDS INC DYQ3WB609R2IB
6/15/23 0:00,-11.27,INTERNET TRANSFER TO DDA# 20282035209 ON15 AT 02.04
5/26/23 0:00,-11.15,INSTANT TRANSFER TO DDA# 20975264922 ON03 AT 15.40
4/12/23 0:00,-10.99,INTERNET TRANSFER TO DDA# 20053832730 ON29 AT 01.02
7/13/23 0:00,-10.99,INCOMING WIRE CEDAR RIDGE BAY PLC 1AM8SG
2/27/23 0:00,-10.99,"ACH CREDIT ACCOUNTING APP ASB3OKT 3 DEPOSIT CEDAR RIDGE HORIZON CO, L B1MAD16V"
8/18/23 0:00,-10.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON LOGISTICS CO QBEPJJ9S62VOCWD
7/18/23 0:00,-10.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT CROSSING CORP OKY3JHHC9ERFV
6/20/23 0:00,-10.99,INTERNET TRANSFER TO DDA# 20960717266 ON18 AT 17.40
3/25/23 0:00,-10.99,ACH DEBIT TAX AUTHORITY PAYMENT 4R3A70Q2Y211EZQ
9/12/23 0:00,-10.99,ACH DEBIT TAX AUTHORITY PAYMENT 1MPBY6AYD 3
8/12/23 0:00,-10.99,INCOMING WIRE SEABRIGHT HOLLOW CO 7AUQSQQ7XH4MN4O
6/13/23 0:00,-10.99,INTERNET TRANSFER TO DDA# 20512366464 ON04 AT 02.20
2/24/24 0:00,-10.92,"ZELLE DEBIT PAYMENT TO: ""K. TURNER"" . ID: MT9DVXMR64"
2/25/24 0:00,-10.92,ACH DEBIT CARD PROCESSOR ACH PMT ATLAS PROPERTIES PLC QLP1IUKP66Z
10/19/23 0:00,-10.89,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLSIDE CANYON SYSTEMS LLC 8VXFNWXP845WM 9
2/26/24 0:00,-10.88,INTERNET TRANSFER TO DDA# 20517485625 ON02 AT 04.12
3/12/24 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST DATA LTD VZ3DIN7MG2XME77
3/6/24 0:00,-10.88,ACH DEBIT PAYMENT  PROCESSOR PAYABLES PARKSTONE RESOURCES LTD 98GFBD9F23 4
3/7/24 0:00,-10.88,INCOMING WIRE PRAIRIE CANYON INC HJ0EOE2
3/12/24 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR CROSSING CORP AA02IUKFS
3/6/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE BAY INC SUQZ0TD309
11/7/23 0:00,-10.88,"ACH CREDIT ACCOUNTING APP VLMKHCQO DEPOSIT ROCKBRIDGE POINT SYSTEMS LP, L 8J6RMZ8O3XO"
1/7/24 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT GOLDLEAF VENTURES INC G7YSF8T
3/25/23 0:00,-10.88,ZELLE DEBIT PAYMENT TO: S. PHILLIPS . ID: 0QNQUZ2EX
3/20/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT SAGE VALLEY VALE INC BKYPUH
7/24/23 0:00,-10.88,ZELLE DEBIT PAYMENT TO: P. TURNER . ID: AJPK8E0FU
11/10/23 0:00,-10.88,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""COBALT RIDGE BAY INC"" N50PSLBS 6"
9/23/23 0:00,-10.88,"INCOMING WIRE ""MAPLECREST SHORE LTD"" H7SSN9O"
3/20/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD MEADOW CO A75SRY6NJ78OOL9
8/21/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD FIELD GROUP LTD 1SNFKSI373B 6
11/7/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKVIEW CREEK CO 3DNSGQ8KUCSDDOZ 9
8/12/23 0:00,-10.88,ACH DEBIT TAX  AUTHORITY PAYMENT AKVT3GIU7MSI76F 4
9/28/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT ANALYTICS LTD 0JWWFT3WTY 
11/8/23 0:00,-10.88,INTERNET TRANSFER TO DDA# 20504446025 ON13 AT 02.02
2/25/24 0:00,-10.88,INCOMING WIRE LAKECREST ATLAS STRATEGY LLC B1U2OYLRJ1DR6
9/27/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE FORGE CORP E7B4BO3BM
11/13/23 0:00,-10.88,"ACH CREDIT ACCOUNTING APP 2Z2118S9TSOQ DEPOSIT RIVERTON SOLUTIONS LP, L GXA6IPM4WH"
8/2/23 0:00,-10.88,INTERNET TRANSFER TO DDA# 20429031447 ON07 AT 06.44
3/7/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT LAKESHORE ANALYTICS PLC 65WO7Q
8/9/23 0:00,-10.88,"ACH CREDIT ACCOUNTING APP PPXHZWJIFX5J8 2 DEPOSIT SILVERPOINT PARK INC, L X69BH2V"
10/3/23 0:00,-10.88,INTERNET TRANSFER TO DDA# 20120588338 ON24 AT 12.42
8/8/23 0:00,-10.88,INTERNET TRANSFER TO DDA# 20921615887 ON11 AT 01.45
3/2/23 0:00,-10.88,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""LEDGER VALE LLC"" 7AS20U7EYQW"
